Rank,Title,Rating,Genre,Members,Type,# of Episodes,Licensor,Studio,Source,Duration,Premiered,Favorites
Ranked #91,Vivy: Fluorite Eye's Song,8.54,"Genres: Action, Music, Sci-Fi, Thriller","Members 272,614",Type: TV,Episodes: 13,Licensors: Aniplex of America,Studios: Wit Studio,Source: Original,Duration: 24 min. per ep.,Premiered: Spring 2021,"Favorites: 5,047"
Ranked #92,Neon Genesis Evangelion: The End of Evangelion,8.53,"Genres: Sci-Fi, Dementia, Psychological, Drama, Mecha","Members 659,171",Type: Movie,Episodes: 1,"Licensors: GKIDS, Manga Entertainment","Studios: Gainax, Production I.G",Source: Original,Duration: 1 hr. 27 min.,Null,"Favorites: 19,163"
Ranked #93,One Punch Man,8.53,"Genres: Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural","Members 2,428,091",Type: TV,Episodes: 12,Licensors: VIZ Media,Studios: Madhouse,Source: Web manga,Duration: 24 min. per ep.,Premiered: Fall 2015,"Favorites: 51,431"
Ranked #94,Slam Dunk,8.53,"Genres: Comedy, Drama, School, Shounen, Sports","Members 223,521",Type: TV,Episodes: 101,"Licensors: Flatiron Film Company, Geneon Entertainment USA",Studios: Toei Animation,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 1993,"Favorites: 5,300"
Ranked #95,Gintama.: Porori-hen,8.53,"Genres: Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen","Members 145,916",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: Bandai Namco Pictures,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2017,Favorites: 735
Ranked #96,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.53,"Genres: Action, Military, Sci-Fi, Mystery, Police, Mecha, Seinen","Members 199,250",Type: TV,Episodes: 26,"Licensors: Bandai Entertainment, Manga Entertainment",Studios: Production I.G,Source: Manga,Duration: 25 min. per ep.,Premiered: Winter 2004,"Favorites: 2,745"
Ranked #97,Ansatsu Kyoushitsu 2nd Season,8.52,"Genres: Action, Comedy, School, Shounen","Members 1,050,873",Type: TV,Episodes: 25,Licensors: Funimation,Studios: Lerche,Source: Manga,Duration: 23 min. per ep.,Premiered: Winter 2016,"Favorites: 14,682"
Ranked #98,Gintama Movie 1: Shinyaku Benizakura-hen,8.52,"Genres: Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen","Members 127,525",Type: Movie,Episodes: 1,Licensors: Sentai Filmworks,Studios: Sunrise,Source: Manga,Duration: 1 hr. 35 min.,Null,Favorites: 463
Ranked #99,Aria the Origination,8.51,"Genres: Sci-Fi, Slice of Life, Fantasy, Shounen","Members 104,293",Type: TV,Episodes: 13,Licensors: Nozomi Entertainment,Studios: Hal Film Maker,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2008,"Favorites: 3,603"
Ranked #100,Gintama: The Semi-Final,8.51,"Genres: Action, Comedy, Historical, Parody, Samurai, Shounen","Members 33,576",Type: Special,Episodes: 2,"Licensors: None found, add some",Studios: Bandai Namco Pictures,Source: Manga,Duration: 24 min. per ep.,Null,Favorites: 160
Ranked #101,Hotaru no Haka,8.51,"Genres: Drama, Historical","Members 497,612",Type: Movie,Episodes: 1,"Licensors: ADV Films, Central Park Media, Sentai Filmworks",Studios: Studio Ghibli,Source: Novel,Duration: 1 hr. 28 min.,Null,"Favorites: 5,507"
Ranked #102,Rainbow: Nisha Rokubou no Shichinin,8.51,"Genres: Drama, Historical, Seinen, Thriller","Members 328,166",Type: TV,Episodes: 26,Licensors: Funimation,Studios: Madhouse,Source: Manga,Duration: 22 min. per ep.,Premiered: Spring 2010,"Favorites: 7,343"
Ranked #103,Shingeki no Kyojin,8.51,"Genres: Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen","Members 2,946,580",Type: TV,Episodes: 25,Licensors: Funimation,"Studios: Production I.G, Wit Studio",Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2013,"Favorites: 129,853"
Ranked #104,Steins;Gate 0,8.51,"Genres: Sci-Fi, Psychological, Drama, Thriller","Members 663,517",Type: TV,Episodes: 23,Licensors: Funimation,Studios: White Fox,Source: Visual novel,Duration: 23 min. per ep.,Premiered: Spring 2018,"Favorites: 9,153"
Ranked #105,Tian Guan Ci Fu Special,8.51,"Genres: Historical, Supernatural, Drama","Members 17,739",Type: ONA,Episodes: 1,"Licensors: None found, add some",Studios: Haoliners Animation League,Source: Novel,Duration: 22 min.,Null,Favorites: 188
Ranked #106,Uchuu Kyoudai,8.51,"Genres: Comedy, Sci-Fi, Seinen, Slice of Life, Space","Members 161,038",Type: TV,Episodes: 99,Licensors: Sentai Filmworks,Studios: A-1 Pictures,Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2012,"Favorites: 3,381"
Ranked #107,Perfect Blue,8.5,"Genres: Dementia, Drama, Horror, Psychological","Members 464,148",Type: Movie,Episodes: 1,"Licensors: GKIDS, Manga Entertainment",Studios: Madhouse,Source: Novel,Duration: 1 hr. 21 min.,Null,"Favorites: 11,236"
Ranked #108,Samurai Champloo,8.5,"Genres: Action, Adventure, Comedy, Historical, Samurai, Shounen","Members 986,067",Type: TV,Episodes: 26,"Licensors: Funimation, Geneon Entertainment USA",Studios: Manglobe,Source: Original,Duration: 24 min. per ep.,Premiered: Spring 2004,"Favorites: 29,159"
Ranked #109,Banana Fish,8.5,"Genres: Action, Adventure, Drama, Shoujo","Members 555,973",Type: TV,Episodes: 24,"Licensors: None found, add some",Studios: MAPPA,Source: Manga,Duration: 22 min. per ep.,Premiered: Summer 2018,"Favorites: 20,100"
Ranked #110,Holo no Graffiti,8.5,Genres: Comedy,"Members 33,359",Type: ONA,Episodes: Unknown,"Licensors: None found, add some",Studios: Hololive Production,Source: Other,Duration: 1 min.,Null,"Favorites: 1,358"
Ranked #111,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.5,"Genres: Action, Adventure, Comedy, Supernatural, Drama, Shounen","Members 752,479",Type: TV,Episodes: 39,Licensors: VIZ Media,Studios: David Production,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2016,"Favorites: 26,687"
Ranked #112,Kenpuu Denki Berserk,8.5,"Genres: Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural","Members 471,697",Type: TV,Episodes: 25,"Licensors: Media Blasters, NYAV Post",Studios: OLM,Source: Manga,Duration: 25 min. per ep.,Premiered: Fall 1997,"Favorites: 18,779"
Ranked #113,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.5,"Genres: Adventure, Comedy, Parody, Supernatural, Fantasy","Members 518,814",Type: Movie,Episodes: 1,"Licensors: None found, add some",Studios: J.C.Staff,Source: Light novel,Duration: 1 hr. 30 min.,Null,"Favorites: 3,579"
Ranked #114,Chihayafuru 3,8.49,"Genres: Game, Slice of Life, Sports, Drama, School, Josei","Members 102,267",Type: TV,Episodes: 24,Licensors: Sentai Filmworks,Studios: Madhouse,Source: Manga,Duration: 22 min. per ep.,Premiered: Fall 2019,"Favorites: 1,062"
Ranked #115,Mo Dao Zu Shi,8.49,"Genres: Action, Adventure, Mystery, Historical, Supernatural","Members 153,778",Type: ONA,Episodes: 15,"Licensors: None found, add some",Studios: B.CMAY PICTURES,Source: Novel,Duration: 24 min. per ep.,Null,"Favorites: 4,455"
Ranked #116,Haikyuu!!,8.48,"Genres: Comedy, Sports, Drama, School, Shounen","Members 1,426,742",Type: TV,Episodes: 25,Licensors: Sentai Filmworks,Studios: Production I.G,Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2014,"Favorites: 57,115"
Ranked #117,Mob Psycho 100,8.48,"Genres: Action, Slice of Life, Comedy, Supernatural","Members 1,461,632",Type: TV,Episodes: 12,"Licensors: Funimation, Crunchyroll",Studios: Bones,Source: Web manga,Duration: 24 min. per ep.,Premiered: Summer 2016,"Favorites: 30,583"
Ranked #118,Nana,8.48,"Genres: Music, Slice of Life, Comedy, Drama, Romance, Shoujo","Members 464,128",Type: TV,Episodes: 47,"Licensors: VIZ Media, Sentai Filmworks",Studios: Madhouse,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2006,"Favorites: 18,112"
Ranked #119,Shingeki no Kyojin Season 2,8.48,"Genres: Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen","Members 1,932,117",Type: TV,Episodes: 12,Licensors: Funimation,Studios: Wit Studio,Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2017,"Favorites: 16,887"
Ranked #120,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.48,"Genres: Sci-Fi, Drama","Members 484,038",Type: Movie,Episodes: 1,Licensors: Funimation,Studios: White Fox,Source: Visual novel,Duration: 1 hr. 30 min.,Null,"Favorites: 2,143"
Ranked #121,Zoku Owarimonogatari,8.48,"Genres: Mystery, Comedy, Supernatural, Vampire","Members 170,029",Type: Movie,Episodes: 6,Licensors: Aniplex of America,Studios: Shaft,Source: Light novel,Duration: 28 min. per ep.,Null,Favorites: 727
Ranked #122,Nichijou,8.47,"Genres: Slice of Life, Comedy, School, Shounen","Members 706,974",Type: TV,Episodes: 26,"Licensors: Funimation, Bandai Entertainment",Studios: Kyoto Animation,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2011,"Favorites: 18,680"
Ranked #123,Saenai Heroine no Sodatekata Fine,8.47,"Genres: Harem, Comedy, Romance, Ecchi, School","Members 117,028",Type: Movie,Episodes: 1,"Licensors: None found, add some",Studios: CloverWorks,Source: Light novel,Duration: 1 hr. 54 min.,Null,"Favorites: 1,548"
Ranked #124,Mushishi Zoku Shou: Odoro no Michi,8.46,"Genres: Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural","Members 82,878",Type: Special,Episodes: 1,Licensors: Aniplex of America,Studios: Artland,Source: Manga,Duration: 47 min.,Null,Favorites: 111
Ranked #125,Owarimonogatari,8.46,"Genres: Mystery, Comedy, Supernatural, Vampire","Members 391,143",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: Shaft,Source: Light novel,Duration: 26 min. per ep.,Premiered: Fall 2015,"Favorites: 2,378"
Ranked #126,Kobayashi-san Chi no Maid Dragon S,8.46,"Genres: Slice of Life, Comedy, Fantasy","Members 232,996",Type: TV,Episodes: Unknown,"Licensors: None found, add some",Studios: Kyoto Animation,Source: Manga,Duration: 23 min.,Premiered: Summer 2021,"Favorites: 1,839"
Ranked #127,Golden Kamuy 3rd Season,8.45,"Genres: Action, Adventure, Historical, Seinen","Members 99,483",Type: TV,Episodes: 12,Licensors: Funimation,Studios: Geno Studio,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2020,Favorites: 821
Ranked #128,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.45,"Genres: Mystery, Psychological, Drama, Magic, Thriller","Members 307,979",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Shaft,Source: Original,Duration: 1 hr. 56 min.,Null,"Favorites: 6,873"
Ranked #129,Saiki Kusuo no Ψ-nan 2,8.45,"Genres: Slice of Life, Comedy, Supernatural, School, Shounen","Members 433,534",Type: TV,Episodes: 24,"Licensors: None found, add some","Studios: J.C.Staff, Egg Firm",Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2018,"Favorites: 3,109"
Ranked #130,Yuu☆Yuu☆Hakusho,8.45,"Genres: Action, Comedy, Demons, Supernatural, Martial Arts, Shounen","Members 531,479",Type: TV,Episodes: 112,Licensors: Funimation,Studios: Studio Pierrot,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 1992,"Favorites: 17,221"
Ranked #131,Mononoke,8.44,"Genres: Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen","Members 244,685",Type: TV,Episodes: 12,Licensors: Flatiron Film Company,Studios: Toei Animation,Source: Original,Duration: 22 min. per ep.,Premiered: Summer 2007,"Favorites: 5,993"
Ranked #132,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.44,"Genres: Drama, Fantasy","Members 292,422",Type: Movie,Episodes: 1,Licensors: Eleven Arts,Studios: P.A. Works,Source: Original,Duration: 1 hr. 55 min.,Null,"Favorites: 5,028"
Ranked #133,Gintama: Yorinuki Gintama-san on Theater 2D,8.44,"Genres: Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen","Members 34,844",Type: Movie,Episodes: 2,"Licensors: None found, add some",Studios: Sunrise,Source: Manga,Duration: 1 hr. 36 min. per ep.,Null,Favorites: 43
Ranked #134,Koukaku Kidoutai: Stand Alone Complex,8.44,"Genres: Action, Military, Sci-Fi, Police, Mecha, Seinen","Members 341,998",Type: TV,Episodes: 26,"Licensors: Bandai Entertainment, Manga Entertainment",Studios: Production I.G,Source: Manga,Duration: 25 min. per ep.,Premiered: Fall 2002,"Favorites: 7,686"
Ranked #135,Mo Dao Zu Shi: Xian Yun Pian,8.44,"Genres: Action, Mystery, Historical, Supernatural","Members 64,874",Type: ONA,Episodes: 8,"Licensors: None found, add some",Studios: B.CMAY PICTURES,Source: Novel,Duration: 24 min. per ep.,Null,Favorites: 787
Ranked #136,Gotcha!,8.43,"Genres: Music, Fantasy","Members 19,641",Type: Music,Episodes: 1,"Licensors: None found, add some",Studios: Bones,Source: Game,Duration: 3 min.,Null,Favorites: 184
Ranked #137,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.43,"Genres: Action, Adventure, Supernatural, Drama, Shounen","Members 756,653",Type: TV,Episodes: 24,Licensors: VIZ Media,Studios: David Production,Source: Manga,Duration: 23 min. per ep.,Premiered: Winter 2015,"Favorites: 14,427"
Ranked #138,Kara no Kyoukai 7: Satsujin Kousatsu (Go),8.43,"Genres: Action, Mystery, Supernatural, Romance, Thriller","Members 175,029",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: ufotable,Source: Light novel,Duration: 2 hr. 1 min.,Null,"Favorites: 1,972"
Ranked #139,Major S5,8.43,"Genres: Comedy, Drama, Romance, Shounen, Sports","Members 60,647",Type: TV,Episodes: 25,"Licensors: None found, add some",Studios: SynergySP,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2009,Favorites: 566
Ranked #140,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.43,"Genres: Psychological, Drama, Thriller, Fantasy","Members 775,109",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: White Fox,Source: Light novel,Duration: 27 min. per ep.,Premiered: Summer 2020,"Favorites: 9,597"
Ranked #141,Saiki Kusuo no Ψ-nan,8.43,"Genres: Comedy, School, Shounen, Slice of Life, Supernatural","Members 737,096",Type: TV,Episodes: 120,Licensors: Funimation,"Studios: J.C.Staff, Egg Firm",Source: Manga,Duration: 5 min. per ep.,Premiered: Summer 2016,"Favorites: 18,255"
Ranked #142,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,"Genres: Demons, Drama, Shoujo, Slice of Life, Supernatural","Members 51,266",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Shuka,Source: Manga,Duration: 1 hr. 44 min.,Null,Favorites: 151
Ranked #143,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.42,"Genres: Slice of Life, Comedy, Drama, Romance, School","Members 488,055",Type: TV,Episodes: 12,Licensors: Sentai Filmworks,Studios: feel.,Source: Light novel,Duration: 24 min. per ep.,Premiered: Summer 2020,"Favorites: 10,121"
Ranked #144,Grand Blue,8.42,"Genres: Slice of Life, Comedy, Seinen","Members 517,604",Type: TV,Episodes: 12,"Licensors: None found, add some",Studios: Zero-G,Source: Manga,Duration: 24 min. per ep.,Premiered: Summer 2018,"Favorites: 12,304"
Ranked #145,Kaze ga Tsuyoku Fuiteiru,8.42,"Genres: Comedy, Sports, Drama","Members 224,747",Type: TV,Episodes: 23,Licensors: Sentai Filmworks,Studios: Production I.G,Source: Novel,Duration: 23 min. per ep.,Premiered: Fall 2018,"Favorites: 4,519"
Ranked #146,Kono Oto Tomare! 2nd Season,8.42,"Genres: Drama, Music, Romance, School, Shounen","Members 103,779",Type: TV,Episodes: 13,Licensors: Funimation,Studios: Platinum Vision,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2019,"Favorites: 1,082"
Ranked #147,3-gatsu no Lion,8.41,"Genres: Drama, Game, Seinen, Slice of Life","Members 527,772",Type: TV,Episodes: 22,Licensors: Aniplex of America,Studios: Shaft,Source: Manga,Duration: 25 min. per ep.,Premiered: Fall 2016,"Favorites: 12,303"
Ranked #148,Chihayafuru 2,8.41,"Genres: Drama, Game, Josei, School, Slice of Life, Sports","Members 196,863",Type: TV,Episodes: 25,Licensors: Sentai Filmworks,Studios: Madhouse,Source: Manga,Duration: 22 min. per ep.,Premiered: Winter 2013,"Favorites: 1,478"
Ranked #149,Cross Game,8.41,"Genres: Comedy, Drama, Romance, School, Shounen, Sports","Members 106,475",Type: TV,Episodes: 50,"Licensors: None found, add some",Studios: SynergySP,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2009,"Favorites: 2,758"
Ranked #150,Douluo Dalu: Xiaowu Juebie,8.41,"Genres: Action, Adventure, Historical, Romance, Martial Arts, Fantasy","Members 6,139",Type: ONA,Episodes: 13,"Licensors: None found, add some",Studios: Sparkly Key Animation Studio,Source: Novel,Duration: 20 min. per ep.,Null,Favorites: 87
Ranked #101,Hotaru no Haka,8.51,"Genres: Drama, Historical","Members 497,612",Type: Movie,Episodes: 1,"Licensors: ADV Films, Central Park Media, Sentai Filmworks",Studios: Studio Ghibli,Source: Novel,Duration: 1 hr. 28 min.,Null,"Favorites: 5,507"
Ranked #102,Rainbow: Nisha Rokubou no Shichinin,8.51,"Genres: Drama, Historical, Seinen, Thriller","Members 328,166",Type: TV,Episodes: 26,Licensors: Funimation,Studios: Madhouse,Source: Manga,Duration: 22 min. per ep.,Premiered: Spring 2010,"Favorites: 7,343"
Ranked #103,Shingeki no Kyojin,8.51,"Genres: Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen","Members 2,946,580",Type: TV,Episodes: 25,Licensors: Funimation,"Studios: Production I.G, Wit Studio",Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2013,"Favorites: 129,855"
Ranked #104,Steins;Gate 0,8.51,"Genres: Sci-Fi, Psychological, Drama, Thriller","Members 663,517",Type: TV,Episodes: 23,Licensors: Funimation,Studios: White Fox,Source: Visual novel,Duration: 23 min. per ep.,Premiered: Spring 2018,"Favorites: 9,153"
Ranked #105,Tian Guan Ci Fu Special,8.51,"Genres: Historical, Supernatural, Drama","Members 17,739",Type: ONA,Episodes: 1,"Licensors: None found, add some",Studios: Haoliners Animation League,Source: Novel,Duration: 22 min.,Null,Favorites: 188
Ranked #106,Uchuu Kyoudai,8.51,"Genres: Comedy, Sci-Fi, Seinen, Slice of Life, Space","Members 161,038",Type: TV,Episodes: 99,Licensors: Sentai Filmworks,Studios: A-1 Pictures,Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2012,"Favorites: 3,381"
Ranked #107,Perfect Blue,8.5,"Genres: Dementia, Drama, Horror, Psychological","Members 464,148",Type: Movie,Episodes: 1,"Licensors: GKIDS, Manga Entertainment",Studios: Madhouse,Source: Novel,Duration: 1 hr. 21 min.,Null,"Favorites: 11,236"
Ranked #108,Samurai Champloo,8.5,"Genres: Action, Adventure, Comedy, Historical, Samurai, Shounen","Members 986,174",Type: TV,Episodes: 26,"Licensors: Funimation, Geneon Entertainment USA",Studios: Manglobe,Source: Original,Duration: 24 min. per ep.,Premiered: Spring 2004,"Favorites: 29,159"
Ranked #109,Banana Fish,8.5,"Genres: Action, Adventure, Drama, Shoujo","Members 555,973",Type: TV,Episodes: 24,"Licensors: None found, add some",Studios: MAPPA,Source: Manga,Duration: 22 min. per ep.,Premiered: Summer 2018,"Favorites: 20,100"
Ranked #110,Holo no Graffiti,8.5,Genres: Comedy,"Members 33,359",Type: ONA,Episodes: Unknown,"Licensors: None found, add some",Studios: Hololive Production,Source: Other,Duration: 1 min.,Null,"Favorites: 1,358"
Ranked #111,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.5,"Genres: Action, Adventure, Comedy, Supernatural, Drama, Shounen","Members 752,479",Type: TV,Episodes: 39,Licensors: VIZ Media,Studios: David Production,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2016,"Favorites: 26,687"
Ranked #112,Kenpuu Denki Berserk,8.5,"Genres: Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural","Members 471,697",Type: TV,Episodes: 25,"Licensors: Media Blasters, NYAV Post",Studios: OLM,Source: Manga,Duration: 25 min. per ep.,Premiered: Fall 1997,"Favorites: 18,779"
Ranked #113,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.5,"Genres: Adventure, Comedy, Parody, Supernatural, Fantasy","Members 518,814",Type: Movie,Episodes: 1,"Licensors: None found, add some",Studios: J.C.Staff,Source: Light novel,Duration: 1 hr. 30 min.,Null,"Favorites: 3,579"
Ranked #114,Chihayafuru 3,8.49,"Genres: Game, Slice of Life, Sports, Drama, School, Josei","Members 102,267",Type: TV,Episodes: 24,Licensors: Sentai Filmworks,Studios: Madhouse,Source: Manga,Duration: 22 min. per ep.,Premiered: Fall 2019,"Favorites: 1,062"
Ranked #115,Mo Dao Zu Shi,8.49,"Genres: Action, Adventure, Mystery, Historical, Supernatural","Members 153,778",Type: ONA,Episodes: 15,"Licensors: None found, add some",Studios: B.CMAY PICTURES,Source: Novel,Duration: 24 min. per ep.,Null,"Favorites: 4,455"
Ranked #116,Haikyuu!!,8.48,"Genres: Comedy, Sports, Drama, School, Shounen","Members 1,426,742",Type: TV,Episodes: 25,Licensors: Sentai Filmworks,Studios: Production I.G,Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2014,"Favorites: 57,115"
Ranked #117,Mob Psycho 100,8.48,"Genres: Action, Slice of Life, Comedy, Supernatural","Members 1,461,632",Type: TV,Episodes: 12,"Licensors: Funimation, Crunchyroll",Studios: Bones,Source: Web manga,Duration: 24 min. per ep.,Premiered: Summer 2016,"Favorites: 30,583"
Ranked #118,Nana,8.48,"Genres: Music, Slice of Life, Comedy, Drama, Romance, Shoujo","Members 464,128",Type: TV,Episodes: 47,"Licensors: VIZ Media, Sentai Filmworks",Studios: Madhouse,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2006,"Favorites: 18,112"
Ranked #119,Shingeki no Kyojin Season 2,8.48,"Genres: Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen","Members 1,932,117",Type: TV,Episodes: 12,Licensors: Funimation,Studios: Wit Studio,Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2017,"Favorites: 16,888"
Ranked #120,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.48,"Genres: Sci-Fi, Drama","Members 484,038",Type: Movie,Episodes: 1,Licensors: Funimation,Studios: White Fox,Source: Visual novel,Duration: 1 hr. 30 min.,Null,"Favorites: 2,143"
Ranked #121,Zoku Owarimonogatari,8.48,"Genres: Mystery, Comedy, Supernatural, Vampire","Members 170,029",Type: Movie,Episodes: 6,Licensors: Aniplex of America,Studios: Shaft,Source: Light novel,Duration: 28 min. per ep.,Null,Favorites: 727
Ranked #122,Nichijou,8.47,"Genres: Slice of Life, Comedy, School, Shounen","Members 706,974",Type: TV,Episodes: 26,"Licensors: Funimation, Bandai Entertainment",Studios: Kyoto Animation,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2011,"Favorites: 18,680"
Ranked #123,Saenai Heroine no Sodatekata Fine,8.47,"Genres: Harem, Comedy, Romance, Ecchi, School","Members 117,056",Type: Movie,Episodes: 1,"Licensors: None found, add some",Studios: CloverWorks,Source: Light novel,Duration: 1 hr. 54 min.,Null,"Favorites: 1,548"
Ranked #124,Mushishi Zoku Shou: Odoro no Michi,8.46,"Genres: Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural","Members 82,878",Type: Special,Episodes: 1,Licensors: Aniplex of America,Studios: Artland,Source: Manga,Duration: 47 min.,Null,Favorites: 111
Ranked #125,Owarimonogatari,8.46,"Genres: Mystery, Comedy, Supernatural, Vampire","Members 391,143",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: Shaft,Source: Light novel,Duration: 26 min. per ep.,Premiered: Fall 2015,"Favorites: 2,378"
Ranked #126,Kobayashi-san Chi no Maid Dragon S,8.46,"Genres: Slice of Life, Comedy, Fantasy","Members 232,996",Type: TV,Episodes: Unknown,"Licensors: None found, add some",Studios: Kyoto Animation,Source: Manga,Duration: 23 min.,Premiered: Summer 2021,"Favorites: 1,839"
Ranked #127,Golden Kamuy 3rd Season,8.45,"Genres: Action, Adventure, Historical, Seinen","Members 99,483",Type: TV,Episodes: 12,Licensors: Funimation,Studios: Geno Studio,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2020,Favorites: 821
Ranked #128,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.45,"Genres: Mystery, Psychological, Drama, Magic, Thriller","Members 307,979",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Shaft,Source: Original,Duration: 1 hr. 56 min.,Null,"Favorites: 6,873"
Ranked #129,Saiki Kusuo no Ψ-nan 2,8.45,"Genres: Slice of Life, Comedy, Supernatural, School, Shounen","Members 433,534",Type: TV,Episodes: 24,"Licensors: None found, add some","Studios: J.C.Staff, Egg Firm",Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2018,"Favorites: 3,109"
Ranked #130,Yuu☆Yuu☆Hakusho,8.45,"Genres: Action, Comedy, Demons, Supernatural, Martial Arts, Shounen","Members 531,479",Type: TV,Episodes: 112,Licensors: Funimation,Studios: Studio Pierrot,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 1992,"Favorites: 17,221"
Ranked #131,Mononoke,8.44,"Genres: Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen","Members 244,685",Type: TV,Episodes: 12,Licensors: Flatiron Film Company,Studios: Toei Animation,Source: Original,Duration: 22 min. per ep.,Premiered: Summer 2007,"Favorites: 5,993"
Ranked #132,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.44,"Genres: Drama, Fantasy","Members 292,473",Type: Movie,Episodes: 1,Licensors: Eleven Arts,Studios: P.A. Works,Source: Original,Duration: 1 hr. 55 min.,Null,"Favorites: 5,028"
Ranked #133,Gintama: Yorinuki Gintama-san on Theater 2D,8.44,"Genres: Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen","Members 34,844",Type: Movie,Episodes: 2,"Licensors: None found, add some",Studios: Sunrise,Source: Manga,Duration: 1 hr. 36 min. per ep.,Null,Favorites: 43
Ranked #134,Koukaku Kidoutai: Stand Alone Complex,8.44,"Genres: Action, Military, Sci-Fi, Police, Mecha, Seinen","Members 341,998",Type: TV,Episodes: 26,"Licensors: Bandai Entertainment, Manga Entertainment",Studios: Production I.G,Source: Manga,Duration: 25 min. per ep.,Premiered: Fall 2002,"Favorites: 7,686"
Ranked #135,Mo Dao Zu Shi: Xian Yun Pian,8.44,"Genres: Action, Mystery, Historical, Supernatural","Members 64,874",Type: ONA,Episodes: 8,"Licensors: None found, add some",Studios: B.CMAY PICTURES,Source: Novel,Duration: 24 min. per ep.,Null,Favorites: 787
Ranked #136,Gotcha!,8.43,"Genres: Music, Fantasy","Members 19,641",Type: Music,Episodes: 1,"Licensors: None found, add some",Studios: Bones,Source: Game,Duration: 3 min.,Null,Favorites: 184
